Iteration,Time,State,Sojourn Time,Transition From,Transition To
98,426.0966200172867,Clean,6.171931184912869,Clean,Acquisition
99,428.4578613565744,Acquisition,2.361241339287726,Acquisition,Clean
100,438.9885712051647,Clean,10.530709848590284,Clean,Acquisition
101,442.68427917266087,Acquisition,3.695707967496184,Acquisition,Clean
102,446.70092644483134,Clean,4.016647272170472,Clean,Acquisition
103,448.1167313462059,Acquisition,1.4158049013745604,Acquisition,Clean
104,457.0309087655696,Clean,8.914177419363721,Clean,Acquisition
105,457.5680988937146,Acquisition,0.5371901281449807,Acquisition,Infected
106,463.6093960808658,Infected,6.0412971871512084,Infected,Clean
107,475.3583471654292,Clean,11.748951084563416,Clean,Acquisition
108,484.1779474819252,Acquisition,8.819600316495936,Acquisition,Clean
109,489.53986632928996,Clean,5.361918847364807,Clean,Acquisition
110,501.31472426371533,Acquisition,11.774857934425347,Acquisition,Infected
111,504.98864723609347,Infected,3.673922972378142,Infected,Acquisition
112,508.48919964250854,Acquisition,3.500552406415078,Acquisition,Clean
113,512.2804969669497,Clean,3.7912973244412287,Clean,Acquisition
114,521.9101313727708,Acquisition,9.629634405821042,Acquisition,Infected
115,525.1442643230474,Infected,3.2341329502765874,Infected,Acquisition
116,527.2845609934088,Acquisition,2.140296670361454,Acquisition,Infected
117,528.1646607831431,Infected,0.8800997897342486,Infected,Fraud
118,532.962313668719,Fraud,4.797652885575934,Fraud,Fraud
119,533.2861824474309,Fraud,0.3238687787118197,Fraud,Fraud
120,536.7343359918093,Fraud,3.448153544378441,Fraud,Fraud
121,537.3954128040468,Fraud,0.6610768122374822,Fraud,Fraud
122,537.621157230757,Fraud,0.2257444267101671,Fraud,Fraud
123,541.5621394351596,Fraud,3.9409822044025105,Fraud,Infected
124,549.3777532391836,Infected,7.81561380402399,Infected,Fraud
125,550.3336379737318,Fraud,0.9558847345482204,Fraud,Infected
126,551.0454322632988,Infected,0.7117942895670336,Infected,Fraud
127,552.2836914410625,Fraud,1.238259177763658,Fraud,Fraud
128,555.846760916338,Fraud,3.5630694752754835,Fraud,Fraud
129,557.198353633254,Fraud,1.351592716915961,Fraud,Fraud
130,559.5461615091658,Fraud,2.347807875911785,Fraud,Fraud
131,559.992631818392,Fraud,0.44647030922626935,Fraud,Infected
132,564.6277293549841,Infected,4.635097536592049,Infected,Fraud
133,564.8371427445809,Fraud,0.209413389596724,Fraud,Fraud
134,565.6251657472503,Fraud,0.7880230026694063,Fraud,Fraud
135,566.4575843371745,Fraud,0.8324185899241864,Fraud,Fraud
136,568.0149575246659,Fraud,1.5573731874913632,Fraud,Infected
137,574.4560748223944,Infected,6.441117297728542,Infected,Fraud
138,574.7486876096323,Fraud,0.2926127872378376,Fraud,Fraud
139,574.8693827082292,Fraud,0.12069509859696127,Fraud,Fraud
140,575.4652554118728,Fraud,0.5958727036436694,Fraud,Fraud
141,575.837412983036,Fraud,0.37215757116319176,Fraud,Fraud
142,576.9519039821251,Fraud,1.1144909990891985,Fraud,Infected
143,577.1953279484057,Infected,0.24342396628058177,Infected,Fraud
144,578.2554941749797,Fraud,1.0601662265739764,Fraud,Fraud
145,580.1442214185954,Fraud,1.888727243615724,Fraud,Infected
146,581.5110100092577,Infected,1.36678859066225,Infected,Acquisition
147,587.024099173243,Acquisition,5.513089163985304,Acquisition,Infected
148,588.3315821185406,Infected,1.30748294529756,Infected,Clean
149,599.7665663045324,Clean,11.434984185991778,Clean,Acquisition
150,604.8729360541578,Acquisition,5.106369749625457,Acquisition,Infected
151,607.0265699507399,Infected,2.153633896582198,Infected,Fraud
152,613.6564521531413,Fraud,6.629882202401373,Fraud,Fraud
153,617.1880241745041,Fraud,3.531572021362722,Fraud,Fraud
154,618.7484475121252,Fraud,1.5604233376210834,Fraud,Infected
155,621.9980714940065,Infected,3.2496239818812915,Infected,Clean
156,623.9728023029734,Clean,1.97473080896689,Clean,Acquisition
157,624.9519170514188,Acquisition,0.9791147484454263,Acquisition,Infected
158,627.8038862777759,Infected,2.851969226357048,Infected,Fraud
159,629.8409500501606,Fraud,2.03706377238471,Fraud,Infected
160,631.0764713021213,Infected,1.235521251960623,Infected,Fraud
161,636.2356731280474,Fraud,5.159201825926193,Fraud,Fraud
162,636.3404794035156,Fraud,0.10480627546816339,Fraud,Fraud
163,636.8127657019015,Fraud,0.4722862983859457,Fraud,Fraud
164,637.0102332064762,Fraud,0.19746750457471612,Fraud,Fraud
165,638.7864769474414,Fraud,1.7762437409652847,Fraud,Fraud
166,639.4374954353143,Fraud,0.6510184878728814,Fraud,Fraud
167,642.9053299905186,Fraud,3.4678345552042624,Fraud,Fraud
168,643.4360868667102,Fraud,0.5307568761916244,Fraud,Fraud
169,645.2338202925433,Fraud,1.7977334258331366,Fraud,Fraud
170,649.3258330436242,Fraud,4.092012751080875,Fraud,Fraud
171,650.1836359306669,Fraud,0.8578028870426259,Fraud,Fraud
172,651.2475301707037,Fraud,1.0638942400368558,Fraud,Fraud
173,653.9715732313404,Fraud,2.7240430606365775,Fraud,Infected
174,656.2817277092088,Infected,2.310154477868389,Infected,Clean
175,670.2330166558842,Clean,13.9512889466754,Clean,Acquisition
176,670.4008516944148,Acquisition,0.16783503853065276,Acquisition,Infected
177,677.7776074531284,Infected,7.376755758713699,Infected,Acquisition
178,679.5517307774788,Acquisition,1.774123324350455,Acquisition,Clean
179,699.8203973988243,Clean,20.26866662134541,Clean,Acquisition
180,700.770444145031,Acquisition,0.9500467462066359,Acquisition,Clean
181,717.613878786915,Clean,16.843434641884123,Clean,Acquisition
182,722.4624361385921,Acquisition,4.848557351677042,Acquisition,Infected
183,727.6999484650518,Infected,5.237512326459585,Infected,Fraud
184,731.2860841205088,Fraud,3.586135655457021,Fraud,Fraud
185,735.708977744299,Fraud,4.422893623790175,Fraud,Infected
186,737.754045446251,Infected,2.0450677019519867,Infected,Fraud
187,746.3402271762326,Fraud,8.586181729981593,Fraud,Infected
188,748.5093829084303,Infected,2.1691557321977357,Infected,Fraud
189,753.4307803038386,Fraud,4.92139739540828,Fraud,Fraud
190,753.8896162418579,Fraud,0.45883593801937433,Fraud,Fraud
191,754.0265711442834,Fraud,0.13695490242553726,Fraud,Infected
192,759.3373486897001,Infected,5.310777545416704,Infected,Fraud
193,759.9209691439354,Fraud,0.5836204542352478,Fraud,Infected
194,765.5051919309174,Infected,5.584222786981989,Infected,Acquisition
195,770.3138974591136,Acquisition,4.808705528196292,Acquisition,Infected
196,774.2665616989394,Infected,3.9526642398258147,Infected,Fraud
197,774.4711716382886,Fraud,0.20460993934923624,Fraud,Fraud
198,775.0878202205629,Fraud,0.61664858227427,Fraud,Fraud
199,780.2668042608324,Fraud,5.178984040269429,Fraud,Fraud
200,780.5642270139925,Fraud,0.29742275316019096,Fraud,Fraud
201,782.7190321926404,Fraud,2.154805178647823,Fraud,Fraud
202,786.276973833726,Fraud,3.5579416410855402,Fraud,Fraud
203,786.4549751547187,Fraud,0.17800132099274366,Fraud,Fraud
204,786.8965302871029,Fraud,0.44155513238419697,Fraud,Infected
205,789.8978914718163,Infected,3.0013611847133896,Infected,Fraud
206,790.2722433194778,Fraud,0.3743518476614497,Fraud,Infected
207,793.6659226082185,Infected,3.3936792887406764,Infected,Acquisition
208,800.8246716836412,Acquisition,7.158749075422772,Acquisition,Infected
209,807.1177589891045,Infected,6.293087305463263,Infected,Acquisition
210,810.6474991403131,Acquisition,3.5297401512087223,Acquisition,Infected
211,811.701007673835,Infected,1.0535085335218262,Infected,Fraud
212,814.1972274346972,Fraud,2.496219760862287,Fraud,Fraud
213,820.1017314110969,Fraud,5.90450397639972,Fraud,Fraud
214,820.4512775041791,Fraud,0.34954609308212803,Fraud,Fraud
215,821.2137229867227,Fraud,0.7624454825436375,Fraud,Infected
216,827.9562454649994,Infected,6.742522478276705,Infected,Acquisition
217,836.3169504903904,Acquisition,8.360705025390963,Acquisition,Infected
218,836.6151534785098,Infected,0.29820298811946805,Infected,Clean
219,849.022313614806,Clean,12.407160136296211,Clean,Acquisition
220,852.6064046090107,Acquisition,3.584090994204746,Acquisition,Clean
221,858.2567085230382,Clean,5.650303914027564,Clean,Acquisition
222,860.738510846846,Acquisition,2.481802323807754,Acquisition,Clean
223,862.297193033806,Clean,1.5586821869600243,Clean,Acquisition
224,867.8885043333278,Acquisition,5.591311299521776,Acquisition,Infected
225,869.0334565417197,Infected,1.1449522083919437,Infected,Acquisition
226,870.6672648538843,Acquisition,1.6338083121645646,Acquisition,Clean
227,879.0197354507814,Clean,8.352470596897062,Clean,Acquisition
228,882.8603183947044,Acquisition,3.8405829439231125,Acquisition,Infected
229,884.3803530351034,Infected,1.520034640398956,Infected,Acquisition
230,890.8001038247622,Acquisition,6.419750789658792,Acquisition,Infected
231,891.7019426393897,Infected,0.901838814627498,Infected,Acquisition
232,894.6768872896058,Acquisition,2.9749446502160968,Acquisition,Clean
233,904.1214435066488,Clean,9.444556217042951,Clean,Acquisition
234,907.579989016725,Acquisition,3.4585455100762186,Acquisition,Clean
235,909.6841413425511,Clean,2.1041523258261434,Clean,Acquisition
236,911.3330400905821,Acquisition,1.6488987480309822,Acquisition,Infected
237,915.9383803426018,Infected,4.6053402520196585,Infected,Fraud
238,918.5388226675672,Fraud,2.6004423249653015,Fraud,Fraud
239,923.0539935077178,Fraud,4.515170840150578,Fraud,Fraud
240,923.4140225876134,Fraud,0.3600290798956526,Fraud,Infected
241,928.3487269423425,Infected,4.934704354729147,Infected,Fraud
242,928.7360882458674,Fraud,0.3873613035248725,Fraud,Fraud
243,929.2835874718722,Fraud,0.5474992260047737,Fraud,Fraud
244,929.5972841073798,Fraud,0.313696635507528,Fraud,Infected
245,933.8277231542867,Infected,4.2304390469068975,Infected,Fraud
246,934.3570988711041,Fraud,0.5293757168174311,Fraud,Fraud
247,937.5553408077034,Fraud,3.1982419365992962,Fraud,Fraud
248,938.9488493909527,Fraud,1.393508583249274,Fraud,Fraud
249,939.7721938393238,Fraud,0.8233444483711583,Fraud,Infected
250,944.1742494868189,Infected,4.402055647495064,Infected,Acquisition
251,947.3290285077021,Acquisition,3.1547790208831734,Acquisition,Infected
252,950.4435909815882,Infected,3.1145624738860516,Infected,Clean
253,959.3202999382537,Clean,8.87670895666549,Clean,Acquisition
254,967.113860577071,Acquisition,7.793560638817372,Acquisition,Clean
255,975.9831113472134,Clean,8.869250770142376,Clean,Acquisition
256,980.9807115404367,Acquisition,4.997600193223375,Acquisition,Clean
257,988.2805306546633,Clean,7.299819114226621,Clean,Acquisition
258,994.0938376252453,Acquisition,5.813306970582117,Acquisition,Clean
259,1007.5149674522323,Clean,13.421129826987002,Clean,Acquisition
260,1013.2848701455509,Acquisition,5.769902693318584,Acquisition,Infected
261,1018.7056840900176,Infected,5.420813944466607,Infected,Acquisition
262,1023.349903768042,Acquisition,4.644219678024494,Acquisition,Clean
263,1026.0641806662416,Clean,2.7142768981995955,Clean,Acquisition
264,1036.4144335442413,Acquisition,10.350252877999806,Acquisition,Clean
265,1051.6631115909472,Clean,15.248678046705788,Clean,Acquisition
266,1056.170626309765,Acquisition,4.5075147188178715,Acquisition,Infected
267,1060.8806349744489,Infected,4.710008664683788,Infected,Acquisition
268,1068.0902339942204,Acquisition,7.209599019771594,Acquisition,Infected
269,1069.9748332505428,Infected,1.8845992563223442,Infected,Acquisition
270,1071.5345284363184,Acquisition,1.5596951857755805,Acquisition,Infected
271,1078.875435066439,Infected,7.340906630120557,Infected,Acquisition
272,1083.7060239449931,Acquisition,4.830588878554289,Acquisition,Clean
273,1094.1452315988363,Clean,10.439207653843246,Clean,Acquisition
274,1097.3913891111667,Acquisition,3.246157512330377,Acquisition,Clean
275,1104.4913574907907,Clean,7.099968379623882,Clean,Acquisition
276,1106.0174400025574,Acquisition,1.5260825117666772,Acquisition,Clean
277,1111.1382405113975,Clean,5.120800508840233,Clean,Acquisition
278,1116.9692233039257,Acquisition,5.830982792528154,Acquisition,Infected
279,1119.5324404062599,Infected,2.5632171023342685,Infected,Fraud
280,1119.8334508806909,Fraud,0.3010104744310813,Fraud,Fraud
281,1120.336086694049,Fraud,0.5026358133581936,Fraud,Fraud
282,1120.8745640356815,Fraud,0.5384773416323791,Fraud,Fraud
283,1122.1974134614945,Fraud,1.322849425812985,Fraud,Fraud
284,1123.5310617122393,Fraud,1.3336482507448324,Fraud,Fraud
285,1128.069779394758,Fraud,4.538717682518701,Fraud,Fraud
286,1128.6800902945647,Fraud,0.6103108998067124,Fraud,Fraud
287,1132.7075482484488,Fraud,4.027457953884043,Fraud,Fraud
288,1134.1737553783128,Fraud,1.4662071298638777,Fraud,Fraud
289,1138.3109620173946,Fraud,4.137206639081719,Fraud,Infected
290,1140.9784167316627,Infected,2.6674547142680525,Infected,Acquisition
291,1144.1169870074461,Acquisition,3.1385702757833247,Acquisition,Infected
292,1146.6381572257076,Infected,2.5211702182615383,Infected,Acquisition
293,1149.0456272588094,Acquisition,2.4074700331019034,Acquisition,Clean
294,1163.9172582684614,Clean,14.871631009651939,Clean,Acquisition
295,1167.3795853414222,Acquisition,3.4623270729607505,Acquisition,Infected
296,1170.2661734170574,Infected,2.8865880756352764,Infected,Acquisition
297,1171.7469774507188,Acquisition,1.4808040336613624,Acquisition,Clean
298,1176.4238955934939,Clean,4.676918142775118,Clean,Acquisition
299,1179.6925086139327,Acquisition,3.2686130204388357,Acquisition,Infected
300,1185.0007778147422,Infected,5.308269200809511,Infected,Fraud
301,1185.8254832680097,Fraud,0.8247054532675623,Fraud,Fraud
302,1189.683082033025,Fraud,3.8575987650152395,Fraud,Fraud
303,1189.8412396678086,Fraud,0.15815763478376246,Fraud,Fraud
304,1191.6404152345942,Fraud,1.7991755667855422,Fraud,Fraud
305,1203.3965802494474,Fraud,11.756165014853106,Fraud,Fraud
306,1204.650642480828,Fraud,1.2540622313806373,Fraud,Fraud
307,1206.6764969968872,Fraud,2.0258545160592054,Fraud,Fraud
308,1211.7283607216125,Fraud,5.051863724725418,Fraud,Infected
309,1213.0414676147132,Infected,1.3131068931006216,Infected,Fraud
310,1215.887060383214,Fraud,2.845592768500812,Fraud,Fraud
311,1219.6060048041197,Fraud,3.718944420905719,Fraud,Infected
312,1220.0406556355686,Infected,0.43465083144893046,Infected,Fraud
313,1221.080087544932,Fraud,1.039431909363487,Fraud,Infected
314,1225.5871861226942,Infected,4.507098577762231,Infected,Clean
315,1245.0774670875544,Clean,19.49028096486018,Clean,Acquisition
316,1248.577382569021,Acquisition,3.49991548146656,Acquisition,Infected
317,1252.808439513387,Infected,4.231056944366004,Infected,Acquisition
318,1254.1442749528944,Acquisition,1.3358354395075553,Acquisition,Infected
319,1257.3926994816438,Infected,3.2484245287495233,Infected,Acquisition
320,1260.5083680381213,Acquisition,3.1156685564775244,Acquisition,Infected
321,1263.81498959251,Infected,3.3066215543888857,Infected,Fraud
322,1264.7971945508114,Fraud,0.9822049583013603,Fraud,Fraud
323,1265.9568125790086,Fraud,1.1596180281971775,Fraud,Fraud
324,1268.1788730283743,Fraud,2.222060449365684,Fraud,Fraud
325,1270.7552879375608,Fraud,2.576414909186556,Fraud,Fraud
326,1272.4605513359475,Fraud,1.7052633983866565,Fraud,Infected
327,1273.658807983909,Infected,1.1982566479615067,Infected,Acquisition
328,1280.5186382498168,Acquisition,6.859830265907835,Acquisition,Infected
329,1284.720813851951,Infected,4.2021756021341705,Infected,Acquisition
330,1285.719968212421,Acquisition,0.9991543604699973,Acquisition,Infected
331,1287.264614558287,Infected,1.5446463458657806,Infected,Acquisition
332,1295.5254742511995,Acquisition,8.26085969291268,Acquisition,Clean
333,1297.6390759296762,Clean,2.1136016784767127,Clean,Acquisition
334,1311.4420719068823,Acquisition,13.802995977206187,Acquisition,Clean
335,1317.9184883600462,Clean,6.4764164531638375,Clean,Acquisition
336,1320.3283043066563,Acquisition,2.4098159466099784,Acquisition,Clean
337,1324.540293198466,Clean,4.211988891809881,Clean,Acquisition
338,1329.3415457886956,Acquisition,4.801252590229504,Acquisition,Infected
339,1330.0864953336886,Infected,0.7449495449929604,Infected,Acquisition
340,1334.4278626059586,Acquisition,4.341367272269933,Acquisition,Infected
341,1338.1409518566127,Infected,3.7130892506539865,Infected,Acquisition
342,1346.2803195518732,Acquisition,8.139367695260546,Acquisition,Clean
343,1362.1695049798263,Clean,15.889185427953187,Clean,Acquisition
344,1362.3567832460544,Acquisition,0.18727826622805174,Acquisition,Infected
345,1363.0934190779785,Infected,0.7366358319241533,Infected,Acquisition
346,1366.5838747391956,Acquisition,3.49045566121704,Acquisition,Infected
347,1366.8437670612211,Infected,0.25989232202561713,Infected,Acquisition
348,1368.8926199035197,Acquisition,2.0488528422985324,Acquisition,Clean
349,1377.5854072852246,Clean,8.69278738170493,Clean,Acquisition
350,1382.932616445012,Acquisition,5.3472091597872975,Acquisition,Clean
351,1387.9843641108391,Clean,5.051747665827105,Clean,Acquisition
352,1390.2218138037415,Acquisition,2.237449692902344,Acquisition,Infected
353,1391.330570913702,Infected,1.108757109960556,Infected,Acquisition
354,1394.4570980423448,Acquisition,3.126527128642709,Acquisition,Clean
355,1411.7446463108529,Clean,17.28754826850805,Clean,Acquisition
356,1412.229962877292,Acquisition,0.48531656643931054,Acquisition,Clean
357,1415.1859917707407,Clean,2.956028893448513,Clean,Acquisition
358,1418.2907339306357,Acquisition,3.104742159895149,Acquisition,Infected
359,1420.4390930404277,Infected,2.1483591097919224,Infected,Clean
360,1430.6146909717254,Clean,10.175597931297604,Clean,Acquisition
361,1435.5108794904063,Acquisition,4.896188518680789,Acquisition,Clean
362,1442.0701943016495,Clean,6.559314811243112,Clean,Acquisition
363,1444.0020421227493,Acquisition,1.9318478210999068,Acquisition,Infected
364,1444.087625918521,Infected,0.08558379577182956,Infected,Acquisition
365,1449.1159975174348,Acquisition,5.028371598913742,Acquisition,Infected
366,1456.174474487335,Infected,7.058476969900094,Infected,Acquisition
367,1460.8105889907458,Acquisition,4.63611450341084,Acquisition,Clean
368,1464.174993927044,Clean,3.3644049362980457,Clean,Acquisition
369,1467.1517147899929,Acquisition,2.976720862948886,Acquisition,Infected
370,1467.68723697358,Infected,0.5355221835869808,Infected,Acquisition
371,1473.8792335835328,Acquisition,6.191996609952783,Acquisition,Clean
372,1478.7804474206775,Clean,4.9012138371447636,Clean,Acquisition
373,1483.098995806239,Acquisition,4.318548385561452,Acquisition,Infected
374,1487.7140205751614,Infected,4.615024768922361,Infected,Acquisition
375,1494.6990910294585,Acquisition,6.985070454297193,Acquisition,Infected
376,1497.8685798329852,Infected,3.169488803526836,Infected,Acquisition
377,1499.9949532895748,Acquisition,2.126373456589526,Acquisition,Clean
378,1503.0844685651164,Clean,3.0895152755414763,Clean,Acquisition
379,1508.0915084126916,Acquisition,5.007039847575299,Acquisition,Infected
380,1508.4324999288822,Infected,0.3409915161906288,Infected,Acquisition
381,1511.6880214468406,Acquisition,3.2555215179584325,Acquisition,Clean
382,1522.650420368086,Clean,10.96239892124553,Clean,Acquisition
383,1529.188814494944,Acquisition,6.53839412685781,Acquisition,Infected
384,1529.926382670128,Infected,0.7375681751842065,Infected,Fraud
385,1530.0134822477805,Fraud,0.08709957765238592,Fraud,Fraud
386,1530.823309773515,Fraud,0.8098275257343529,Fraud,Fraud
387,1531.4899615588736,Fraud,0.6666517853586004,Fraud,Fraud
388,1533.7958217503683,Fraud,2.305860191494673,Fraud,Fraud
389,1535.8645826404297,Fraud,2.0687608900613332,Fraud,Fraud
390,1538.061782656189,Fraud,2.1972000157593037,Fraud,Fraud
391,1538.293807984464,Fraud,0.2320253282749017,Fraud,Fraud
392,1538.4024859106676,Fraud,0.10867792620359318,Fraud,Fraud
393,1538.8393335250134,Fraud,0.43684761434577385,Fraud,Infected
394,1541.538553993657,Infected,2.6992204686434462,Infected,Acquisition
395,1547.0495224764934,Acquisition,5.510968482836471,Acquisition,Clean
396,1552.0614603857528,Clean,5.011937909259312,Clean,Acquisition
397,1552.0839448534714,Acquisition,0.022484467718728633,Acquisition,Infected
398,1553.791330775081,Infected,1.7073859216095617,Infected,Acquisition
399,1555.798865425958,Acquisition,2.007534650876892,Acquisition,Infected
400,1556.5623770647765,Infected,0.7635116388184349,Infected,Acquisition
401,1564.8827180168694,Acquisition,8.320340952092977,Acquisition,Infected
402,1565.0225608957203,Infected,0.13984287885083102,Infected,Fraud
403,1567.3221310235951,Fraud,2.299570127874854,Fraud,Fraud
404,1568.135713127285,Fraud,0.8135821036898937,Fraud,Fraud
405,1568.4019660094743,Fraud,0.26625288218929277,Fraud,Fraud
406,1570.4810391382832,Fraud,2.079073128808829,Fraud,Fraud
407,1572.6018829090985,Fraud,2.1208437708152448,Fraud,Fraud
408,1576.218557788818,Fraud,3.6166748797195813,Fraud,Infected
409,1576.8621850885147,Infected,0.6436272996965415,Infected,Acquisition
410,1583.1696602133495,Acquisition,6.307475124834849,Acquisition,Infected
411,1584.87029039431,Infected,1.700630180960443,Infected,Acquisition
412,1592.3731225986287,Acquisition,7.50283220431869,Acquisition,Infected
413,1595.9196190983546,Infected,3.546496499725831,Infected,Acquisition
414,1605.8682602254723,Acquisition,9.948641127117856,Acquisition,Infected
415,1611.9860003955048,Infected,6.11774017003235,Infected,Acquisition
416,1616.5173633685854,Acquisition,4.531362973080696,Acquisition,Clean
